name,location,location,rate,votes,cost,cuisines,lat,lon
Polar Bear,JP Nagar,JP Nagar,4.2,213,400.0,"Ice Cream, Desserts, Beverages, Sandwich",13.070800164699273,77.64193338991686
Mast Kalandar,JP Nagar,JP Nagar,2.3,176,450.0,North Indian,12.971752313493228,77.65571316506811
Pathumma`s Kitchen,Electronic City,Electronic City,3.2,7,200.0,North Indian,13.083328620538783,77.68360370811394
Hotel Godavari,BTM,Koramangala 4th Block,3.9,223,500.0,"Andhra, Chinese, North Indian, Biryani",12.937116047356712,77.50307403654176
Arbor Brewing Company,Brigade Road,Church Street,4.5,8382,2000.0,"American, Continental, Salad",12.992116510138933,77.65379138813468
Spicy Restaurant,Vasanth Nagar,Frazer Town,3.0,25,400.0,"North Indian, Chinese",13.032672522191298,77.51986219133927
Samosa King,BTM,BTM,3.4,6,200.0,Street Food,12.948320255287152,77.68884072294433
Viceroy's Sarathi,Indiranagar,Indiranagar,3.8,137,750.0,"North Indian, Chinese",12.903671144875828,77.50178771551361
Simu?s Kitchen,Frazer Town,Frazer Town,3.4,6,500.0,"Mughlai, Desserts",13.074039338098448,77.58913394084797
South Parade - The Chancery Hotel,Lavelle Road,Residency Road,3.1,122,1200.0,"North Indian, Continental, Chinese",13.04180523814,77.58107075183574
Just Delhiwala,Bellandur,HSR,3.8,81,300.0,North Indian,12.965513258784425,77.5930128867826
Punjabi Dhaba,Ejipura,Church Street,3.4,352,350.0,"North Indian, Chinese",12.987214096043862,77.56100184749934
Xtreme Sports Bar,Indiranagar,Old Airport Road,3.7,1118,1500.0,"Continental, Chinese, North Indian",12.982119884337955,77.5997415611686
Mr Gola,Bannerghatta Road,Bannerghatta Road,3.4,8,100.0,Desserts,12.944153922557753,77.55118201928438
Chaitra Restaurant,Kalyan Nagar,Kammanahalli,3.7,35,700.0,"North Indian, Chinese",13.02629471342655,77.67957134084845
Smoor,Koramangala 7th Block,Koramangala 6th Block,4.2,603,900.0,"Desserts, Beverages",13.08521227455735,77.54159222638084
Paratha Darbar,Koramangala 1st Block,HSR,3.5,14,400.0,North Indian,12.945484345744706,77.51556284123052
Delhi Ke Bawarchi,JP Nagar,JP Nagar,4.0,88,500.0,"North Indian, Chinese, Fast Food",12.99875977914315,77.56980119687114
Rayaan's BBQ,BTM,Koramangala 5th Block,3.2,6,350.0,"North Indian, BBQ",12.915698484893381,77.55395226665584
Hang10 Resto N Cafe,BTM,Koramangala 5th Block,3.7,101,700.0,"Cafe, North Indian, Chinese",12.945190542170652,77.63698484562978
SLV Delite,Majestic,Lavelle Road,3.0,21,500.0,"South Indian, North Indian",13.007159329237389,77.6108094209003
Nostradamus Bar & Lounge,Cunningham Road,Residency Road,3.6,14,1500.0,"North Indian, South Indian, Chinese, Continental",12.977702065712023,77.55903479460649
Hotel Aradhana,Bannerghatta Road,Jayanagar,3.7,51,300.0,North Indian,12.94431868608789,77.67771479695206
Vasanth Vihar - Since 1965,Banashankari,Basavanagudi,3.6,95,150.0,"South Indian, Street Food",13.098973263433953,77.65397672159543
Jhasaa,BTM,Jayanagar,3.2,8,500.0,"Seafood, Salad, North Indian, Biryani, Chinese",13.065253829972516,77.61902885060778
Rayalaseema Chefs,Marathahalli,Brookefield,3.9,225,800.0,"North Indian, Biryani, Andhra, Chinese",13.05665959659121,77.50121918099637
Ocean's Delight,Kammanahalli,Kalyan Nagar,3.4,13,700.0,"Seafood, Biryani, South Indian",13.085546455956601,77.65423698670706
Baba Ka Dhaba,BTM,Koramangala 7th Block,3.7,195,400.0,North Indian,13.088879539002027,77.58459513976207
Mint and Mustard,Basavanagudi,Jayanagar,4.0,245,750.0,"North Indian, Chinese",12.950925373330579,77.56884917989404
Salt - Indian Restaurant Bar & Grill,Koramangala 7th Block,Koramangala 7th Block,4.4,683,1500.0,"North Indian, Mughlai, Biryani",13.097657717870781,77.50349833160388
New Hilal Restaurant,Shivajinagar,Brigade Road,4.0,108,550.0,"North Indian, Chinese",12.993001903505286,77.59159266321
Habitts,BTM,Koramangala 7th Block,3.7,62,350.0,"Fast Food, Burger, Italian, Beverages",12.961022427935681,77.62726479916407
Burger Garden,South Bangalore,Koramangala 6th Block,3.4,7,300.0,"Fast Food, Burger, Desserts, Cafe",13.076834131702176,77.65569345519545
Lucknowiz,Koramangala 1st Block,Koramangala 4th Block,3.5,323,500.0,"Lucknowi, Chinese",13.029106798176029,77.59235839746448
Lahe Lahe Santhe,Indiranagar,Indiranagar,3.7,17,300.0,"Cafe, Beverages",12.908466898503661,77.55003108238408
Cakeport,Jayanagar,Basavanagudi,3.4,20,400.0,Bakery,13.098361990269872,77.67548638979129
Bakingo,Koramangala 1st Block,Koramangala 5th Block,4.0,76,500.0,"Bakery, Desserts",12.944595494957536,77.50741761565224
Sri Sai 99 Variety Dosa,Jayanagar,JP Nagar,3.6,38,300.0,South Indian,13.088975128382108,77.60130559050795
Chiller's Nation - Iris Inn,Marathahalli,Marathahalli,2.9,27,1200.0,"North Indian, Continental, Italian",12.914407385003704,77.69669357350594
Kullukki,Koramangala 5th Block,BTM,3.5,9,400.0,"Juices, Beverages, Fast Food",13.0717200213965,77.517172464308
eat.fit,Indiranagar,Frazer Town,4.5,857,500.0,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",12.940030842249874,77.54963338027883
Kapoor's Biriyani,BTM,Koramangala 4th Block,3.3,334,400.0,"Biryani, North Indian",13.014110570989994,77.56014940982328
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Koramangala 7th Block,Koramangala 7th Block,3.8,44,500.0,Continental,13.062783221313216,77.69326817045088
Dwaraka Krishna,BTM,Koramangala 6th Block,3.7,329,500.0,"North Indian, Biryani, Chinese",12.987253426960883,77.65540919503681
Sri Lakshmi Hotel,Whitefield,Whitefield,3.4,7,250.0,"Chinese, South Indian",12.966516458098672,77.56512314229448
Swad Punjab Da,BTM,BTM,4.1,128,150.0,North Indian,13.071822351529383,77.54395289154456
California Burrito,CV Raman Nagar,Indiranagar,3.9,26,400.0,"Mexican, Fast Food",12.952672723799616,77.56709966363877
The Andhra Bhojanam,"ITPL Main Road, Whitefield",Whitefield,3.3,7,300.0,South Indian,13.027967953121955,77.52913152072597
Kababish Restaurant,BTM,Bannerghatta Road,3.6,15,700.0,"North Indian, Chinese, Arabian",12.903678135309494,77.69329573458091
Kerala Mess,Koramangala 1st Block,BTM,3.4,19,200.0,Kerala,12.934792741180669,77.50842896996356
Royal Restaurant,Shivajinagar,Church Street,3.2,7,200.0,"North Indian, Chinese",12.939448533233403,77.52286151077688
Vishal Foods,Bannerghatta Road,Bannerghatta Road,3.3,57,250.0,"Chinese, North Indian, Street Food",13.025541610614283,77.6030193865206
Hang10 Resto N Cafe,BTM,Koramangala 6th Block,3.7,101,700.0,"Cafe, North Indian, Chinese",13.028527934133006,77.55658703838887
Mimansa @ Foxtrot,Koramangala 3rd Block,HSR,4.4,190,1000.0,Cafe,12.998996558942492,77.60652452663349
WAFL Co,Koramangala 5th Block,Koramangala 4th Block,4.2,53,400.0,"Desserts, Beverages",12.951513545129904,77.69734663694682
Ifruit Ice Cream,Kumaraswamy Layout,JP Nagar,3.3,4,150.0,"Desserts, Ice Cream",13.035636516917814,77.52769911682947
Bangaliana,Koramangala 7th Block,Koramangala 5th Block,3.9,454,600.0,Bengali,12.915761339609082,77.52107928115848
Treatley,Whitefield,Whitefield,3.1,425,500.0,"North Indian, Fast Food",12.928474893118523,77.66501017959992
Bengaluru Baking Company - JW Marriott Bengaluru,Lavelle Road,Residency Road,4.3,526,1400.0,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",12.981070406804434,77.68238828754542
MK Dabbawala,Koramangala 4th Block,Koramangala 5th Block,3.1,5,400.0,North Indian,12.906639263013112,77.55700020401721
Meghana Foods,Indiranagar,Old Airport Road,4.2,1774,800.0,North Indian,13.068809393073572,77.60022497590728
The Chariot,Brigade Road,Indiranagar,2.9,50,350.0,"South Indian, North Indian, Chinese",13.032961551716049,77.57033121116903
Igloo Shakez & Bytez,HSR,HSR,3.1,7,300.0,"Beverages, Fast Food, Desserts",13.077317919233789,77.68944091794964
Paisa Vasool,Koramangala 7th Block,Koramangala 4th Block,3.3,394,400.0,North Indian,12.973373678857246,77.67198886079343
Enroute,Electronic City,Electronic City,3.4,7,300.0,"Continental, Fast Food",12.909336963979856,77.51182002753539
Just Chill,BTM,Koramangala 5th Block,3.4,54,250.0,Beverages,13.01908998629386,77.61058016513894
Didi's Kitchen,Nagawara,Kammanahalli,3.1,8,400.0,"North Indian, Chinese, Fast Food",13.000139325559061,77.6764211381118
Moghul's Restaurant,HBR Layout,Kammanahalli,3.0,51,700.0,"Mughlai, North Indian, Chinese",12.922822951437356,77.50471337221613
Mountain Spice,Koramangala 8th Block,Jayanagar,3.9,187,400.0,"Chinese, Nepalese, Tibetan, Momos",12.985949076215134,77.58948431446315
Gopal Kabab Centre,JP Nagar,Jayanagar,3.4,4,350.0,North Indian,13.054333621262149,77.65952078588668
Shree Guru Juice 'N' Ice,Bannerghatta Road,JP Nagar,3.3,5,250.0,"Fast Food, Chinese, Beverages",12.943298113453224,77.58736242321356
Healthy Yummy Food Restaurant,HSR,BTM,3.6,16,900.0,"Beverages, North Indian, Chinese, Italian",13.074706852849042,77.65779909073017
Amnesia - The Poolside Bar,Residency Road,Residency Road,3.7,15,2000.0,"North Indian, Chinese, Continental",12.988535574908829,77.61140502814136
Belgian Waffle Factory,Koramangala 5th Block,Koramangala 5th Block,4.8,189,400.0,Desserts,13.070146136917208,77.68038176876414
Fava Bistro,Koramangala 5th Block,Koramangala 6th Block,4.4,387,1500.0,"Mediterranean, Pizza, Italian, Beverages",13.030167671767382,77.51620018987643
Khana Khazana,Bannerghatta Road,JP Nagar,3.7,22,400.0,North Indian,13.052446157928433,77.56553457927467
1522 - The Pub,Koramangala 4th Block,Koramangala 5th Block,4.2,1743,1400.0,"Chinese, Continental, North Indian",12.919074761579607,77.53027379837182
Ambur Biriyani Point,BTM,Koramangala 4th Block,3.6,26,150.0,Biryani,12.976607670083652,77.65448412760482
Dadi's Dum Biryani,BTM,Koramangala 5th Block,4.1,2727,800.0,"Biryani, North Indian, Mughlai",13.022621519191118,77.69221032998017
Sweet Truth,JP Nagar,Jayanagar,3.8,51,500.0,"Bakery, Desserts",13.013163598571893,77.69160808482077
Magic Oven,Electronic City,Electronic City,4.0,135,400.0,"Cafe, Desserts",12.90255308530358,77.68342790303866
Loca Moca,Koramangala 1st Block,Koramangala 5th Block,3.7,46,600.0,"Cafe, Continental",12.939716595645217,77.65195635880941
BIB-Breakfast in the Box,Whitefield,Marathahalli,3.8,62,600.0,"American, Sandwich",12.919415498094732,77.53673191227729
Firewood Biryani,Residency Road,MG Road,3.9,456,400.0,"Biryani, Kebab, Rolls",13.076154421745338,77.66368739818192
Athithi,Bannerghatta Road,Bannerghatta Road,2.8,80,650.0,"Andhra, Biryani, Chinese, North Indian",13.023172637636462,77.67943409991938
Vegetarea,BTM,Koramangala 7th Block,3.8,40,250.0,South Indian,12.90352696581047,77.68215735877132
Ambur Star Briyani,BTM,Jayanagar,3.7,118,400.0,"Biryani, Kebab",13.095120993717822,77.59480516694553
Fruit Face,Indiranagar,Old Airport Road,3.7,24,300.0,"Fast Food, Street Food, Beverages",13.070684653901829,77.69543829001046
Tandoor-De-Naal,BTM,Koramangala 7th Block,3.8,35,200.0,Fast Food,13.020523255386937,77.65346402480446
GrannyzHut,HSR,Koramangala 4th Block,3.4,8,350.0,"Bengali, North Indian",12.999717257478242,77.51100787874591
Ice - Taj MG Road Bengaluru,MG Road,Lavelle Road,4.1,611,2800.0,Continental,13.081389200629733,77.65274864350631
Nandhini Paradise,St. Marks Road,Brigade Road,3.6,277,800.0,"Andhra, Chinese, North Indian",13.008181000767616,77.613094791068
XO Belgian Waffle,Brigade Road,Brigade Road,4.4,215,450.0,"Desserts, Beverages",13.053109350103172,77.57718082117398
The Vacationer's Cafe,Koramangala 7th Block,Jayanagar,4.1,306,600.0,"Cafe, Continental, Mexican",12.90755659361292,77.53928899053183
Rolls & Co,Koramangala 6th Block,Koramangala 5th Block,3.9,213,400.0,"Burger, Beverages, Rolls",13.083615312453729,77.57406884042953
Soundarya Military Hotel,Rajajinagar,Rajajinagar,3.8,27,200.0,South Indian,13.012502283220954,77.5848923440829
Dhaba Express,HSR,BTM,3.7,173,400.0,"Biryani, Fast Food, North Indian, Chinese",12.925128698482464,77.65795310724101
Sri Krishna Sagar,Koramangala 7th Block,BTM,3.5,12,300.0,South Indian,12.939538060622898,77.60373595573826
AM's Cafe Recreate,BTM,Koramangala 4th Block,3.3,8,250.0,"Chinese, North Indian",13.048221408325936,77.51871638382151
Kamat Minerva,Basavanagudi,Brigade Road,2.6,72,300.0,"South Indian, North Indian, Chinese",12.931898452508271,77.60023656944904
Sangeeta Restaurant,Sahakara Nagar,New BEL Road,3.6,91,300.0,"Street Food, Chinese",13.065216413926004,77.63139966303113
Pingara,Koramangala 1st Block,Koramangala 6th Block,3.8,94,600.0,"North Indian, Chinese, Mangalorean",12.94993001855166,77.55627829552725
Sree Krishna Kafe,Koramangala 5th Block,Koramangala 4th Block,4.2,971,200.0,South Indian,13.073237783053116,77.57166193661295
Singh Punjabi Dhaba,BTM,Koramangala 7th Block,3.8,67,400.0,"North Indian, Chinese",12.993929784666324,77.67390537880341
Sukh Sagar,Kammanahalli,Kalyan Nagar,2.7,182,450.0,"North Indian, South Indian, Chinese, Beverages",13.042515588649453,77.6391209808769
U.P. Dhaba,Whitefield,Whitefield,2.8,514,350.0,"North Indian, Chinese",13.07150793956657,77.58113638482311
Basmati Delights,BTM,Koramangala 5th Block,4.0,870,500.0,"Biryani, Chinese, Mughlai, Fast Food, Kebab",12.969803742508489,77.57260700994135
Punjabi Dhaba,Ejipura,Brigade Road,3.5,350,350.0,"North Indian, Chinese",12.948079782578702,77.69406533452747
Sri Yaksha Shiv Sagar,Banashankari,Jayanagar,3.6,24,600.0,"North Indian, Chinese",12.951397187570757,77.59634326385051
S.K Green Gardens,Electronic City,Electronic City,3.2,4,550.0,"North Indian, Chinese, Seafood, South Indian",12.978736377198123,77.61289258367891
Kanti Sweets,HSR,HSR,3.8,151,400.0,"Mithai, Street Food",13.090624922501593,77.60443344895475
Kerala Kitchen,Marathahalli,Brookefield,3.4,82,550.0,"Kerala, North Indian, Chinese, Kebab",13.058763620781608,77.58437245108595
Swadista Aahar,BTM,BTM,4.1,783,300.0,"South Indian, North Indian, Chinese, Street Food",12.934365892071533,77.65039316667864
Kanti Sweets,Indiranagar,MG Road,3.9,125,400.0,"Mithai, Street Food",12.9877710056336,77.60160358374414
AM WOW,Jayanagar,Jayanagar,3.4,6,100.0,Beverages,13.041123960836028,77.66167256385468
Bathinda Junction,Koramangala 5th Block,Koramangala 5th Block,4.1,1250,600.0,North Indian,13.04117241217925,77.52065512587866
Sri Banasankri Donne Biriyani,Kalyan Nagar,Kalyan Nagar,3.4,6,400.0,Biryani,12.991887749323675,77.61013180927466
Pizza Hut,MG Road,MG Road,3.6,37,750.0,"Pizza, Fast Food",12.980418549882199,77.587941195738
Crunch Pizzas,Whitefield,Whitefield,2.6,41,600.0,"Italian, Pizza",13.084300745418458,77.64898522682087
Khatta Meetha Teekha,Koramangala 6th Block,Jayanagar,4.2,190,300.0,"Street Food, North Indian, Mithai, Chinese, Beverages",13.016123952096471,77.56200508667426
Inhouse Burger,Marathahalli,Marathahalli,4.0,173,400.0,Fast Food,12.985824663556377,77.5172597446655
Rajanna Military Hotel,Jayanagar,JP Nagar,4.1,166,400.0,"Biryani, Fast Food",13.068015431937544,77.58648152975866
Game Of Pizzas,Koramangala 4th Block,Koramangala 7th Block,3.6,16,500.0,Italian,12.99073396939342,77.59772952608985
Mojo Pizza - 2X Toppings,Bellandur,Sarjapur Road,4.1,167,600.0,Pizza,13.044298125513803,77.65133920130405
Ilyazsab The House Of Chicken,BTM,BTM,4.0,117,250.0,"Rolls, Kebab",12.911691597447376,77.61530602091912
Vapour Pub & Brewery,Indiranagar,Indiranagar,4.2,6907,1400.0,"North Indian, Continental, Chinese",13.033381077336841,77.51231410472944
Banaras Sweet House,Majestic,Lavelle Road,3.7,24,100.0,"Mithai, Fast Food",12.997924766282035,77.63825471629889
Ice Thunder,Basavanagudi,Basavanagudi,3.8,124,300.0,"South Indian, Fast Food, North Indian, Desserts",12.929490505341256,77.59651928765584
Mood For Food,Jeevan Bhima Nagar,Indiranagar,4.1,146,800.0,"North Indian, Biryani",12.90675783018965,77.52803642184091
Rimo,Koramangala 5th Block,Koramangala 4th Block,3.9,44,500.0,"Tibetan, Asian, Momos",12.977171075344348,77.50037267706747
Kitchens@BTM,BTM,JP Nagar,3.9,225,400.0,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",13.031331391324569,77.67297069882855
High n Hungry,BTM,BTM,2.9,95,700.0,"North Indian, South Indian, Chinese, Fast Food",12.985421009072068,77.50055192970106
Donne Biriyani House,Indiranagar,Frazer Town,4.1,474,300.0,Biryani,13.062463466542823,77.57983639803746
Rajanna Military Hotel,Jayanagar,Jayanagar,4.1,167,400.0,"Biryani, Fast Food",12.917162154341888,77.67769950970991
Hae Kum Gang,Brigade Road,MG Road,4.4,1210,1100.0,"Korean, Chinese, Japanese",12.988174474299015,77.52757197691895
Onesta,HSR,HSR,4.4,3764,600.0,"Pizza, Cafe, Italian",12.902789803738383,77.50239933581254
Cafe Fattoush,BTM,Jayanagar,3.8,24,700.0,"Cafe, Lebanese",13.006791309386987,77.54035855912157
Watson's,Ulsoor,Frazer Town,4.2,1428,1300.0,"Finger Food, North Indian",12.92516046726921,77.50086666329656
Gangotree,Race Course Road,Lavelle Road,3.8,51,150.0,Street Food,13.078455977171297,77.66218000813836
Polar Bear,Basavanagudi,Basavanagudi,3.9,75,400.0,"Desserts, Ice Cream, Beverages, Sandwich",13.057130323616047,77.5448574072986
Biryani Paradise,Whitefield,Marathahalli,3.8,135,700.0,"Andhra, Biryani",12.915806535146583,77.52101674883848
Pizza Stop,Banaswadi,Kammanahalli,3.8,151,500.0,"Pizza, Italian",13.081905111872466,77.5165439202095
City Cafe,JP Nagar,JP Nagar,3.3,4,200.0,"Beverages, Juices, Fast Food, Rolls",12.964715520807902,77.6980067717537
LIT Gastro Pub,Jayanagar,Jayanagar,3.4,215,1000.0,"Chinese, Continental, Burger, Pizza",13.052726383109427,77.56005535010944
Tummy Delight,BTM,Koramangala 5th Block,3.5,16,400.0,North Indian,12.952739651090214,77.60045021148228
Lakeview Milkbar,MG Road,MG Road,4.0,1463,450.0,"Desserts, Fast Food, Beverages",13.001272311926101,77.68975253101021
Anda Ka Funda,Jayanagar,Jayanagar,3.2,14,300.0,"North Indian, Chinese",12.93207877500123,77.58845469848193
Nuts Over Salads Cafe,Koramangala 5th Block,Koramangala 7th Block,4.4,214,800.0,"Cafe, Salad, Healthy Food, Mexican",12.943599660877688,77.63355755037124
The Good Bowl,Indiranagar,Old Airport Road,3.7,15,500.0,"Italian, North Indian, Biryani",12.98026256554875,77.64005311948621
Dash In,BTM,Koramangala 7th Block,3.1,53,600.0,"North Indian, Chinese, Kerala",12.926643718808025,77.66673442842153
CAMP TANDOOR,Ulsoor,MG Road,3.7,16,300.0,North Indian,12.986643727035569,77.61644601113542
Dhang Ka Khana,Ejipura,Koramangala 5th Block,3.7,34,200.0,North Indian,13.047405181158071,77.68621865580903
Biryani Times,JP Nagar,Bannerghatta Road,3.5,16,300.0,Biryani,13.007394884578682,77.61240423646083
Fast And Fresh,Banashankari,Banashankari,2.8,91,400.0,"North Indian, Chinese, Fast Food",13.061679469623291,77.58865729671045
Chats Point,Basavanagudi,Basavanagudi,3.4,8,150.0,"Fast Food, Street Food",12.961250724157322,77.69818756445181
Cookie Man,Koramangala 7th Block,Brigade Road,4.0,100,150.0,Bakery,12.997226097042985,77.5938843604111
Tummy Fuel,Jayanagar,Basavanagudi,4.2,449,400.0,"Cafe, Beverages, Fast Food",13.047689841850264,77.67209014713328
SLV Andhra Mess,Domlur,Koramangala 4th Block,3.5,6,200.0,"Chinese, North Indian",12.922309981469372,77.54871224984477
Mount View Fast Food,Vasanth Nagar,Frazer Town,3.3,4,100.0,"Fast Food, Street Food",13.019344598021243,77.51175295486506
Malabar Kitchen,Commercial Street,Brigade Road,3.2,5,300.0,"Kerala, North Indian, Chinese",13.034231494675938,77.69875875932743
